NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT03246152,Evaluation of the Effect of Intravitreal Injections of Anti-VEGF on Macular Perfusion in Diabetic Patients Using OCTA,https://clinicaltrials.gov/study/NCT03246152,COMPLETED,Diabetic Macular Edema|Ischemic Maculopathy,DRUG: Bevacizumab,"FAZ Area Change, Effect of repeated intravitreal Anti-VEGF injections on Foveal Avascular Zone (FAZ) area measured using the freehand tool of ImageJ, At baseline and after 3-6 consecutive monthly injections.|Macular Capillary Density Change at Full Retinal Thickness, Effect of repeated intravitreal Anti-VEGF injections on macular capillary density using the change in the skeletonized vascular density and fractal dimension measured by ImageJ, At baseline and after 3-6 consecutive monthly injections.",Cairo University,31,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-10-23
NCT04468152,Advanced Glycation End Products Are Associated With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04468152,COMPLETED,"Diabetic Macular Edema|Diabetes Mellitus, Type 2",BEHAVIORAL: Dietary habits and intake,"We hypothesize that the AGEs levels of the DME group would found be higher than in the control group., The serum samples collected during the research were delivered to the laboratory while preserving the cold chain. The enzyme-labelled immune ""Enzyme-Linked Immunosorbent Assay (ELISA)"" test was performed with biologists of the company using a Biotek 800TS device. While analyzing the samples, Human CML Elisa Kit 96 tests for serum AGE is used. Carboxymethyl lysine (CML) was considered as the AGE parameter, being the most easily detected and the most abundant type of AGE in humans. The minimum detectable dose of CML in humans is typically less than 15.6 pg/ml., 3 months|We hypothesize that the dietary intake of AGEs wolud be higher in the DME group., The dietary intake of participants was assessed using a validated quantitative food frequency questionnaire (QFFQ). The total food intake was then converted to total nutrient intake based on the food's nutrient profile. Standardized food recipes for Turkey and the Nutrition Information System (BEBIS) program, which is a food composition database for nutrient estimation, were used to determine the average daily energy and nutrient intake for each participant. These values were subsequently compared with the recommended daily allowance values to determine the status of meeting energy and nutrient requirements. After that, the percentages meeting the requirements were calculated. Meanwhile, to assess dietary AGEs from the QFFQ, each food's contribution to dAGEs intake was calculated based on the Advance Glycation End Products in Foods Table published by the Uribarri et al., 1 month|We hypothesize that neck circumference correlated significantly with DME., The neck circumference of the participants will be measured by the researcher Sedat Arslan with a calibrated tape measure on a centimeter scale., 1 month",Hacettepe University,90,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SCREENING,2018-07-07
NCT03790852,"Exploratory Study to Investigate the Bioactivity, Ocular and Systemic Safety, Tolerability, and Pharmacokinetics Following Single and Multiple Intravitreal Administrations of KSI-301 in Subjects With wAMD, DME and RVO",https://clinicaltrials.gov/study/NCT03790852,TERMINATED,Wet Age-related Macular Degeneration|Retinal Vein Occlusion|Diabetic Macular Edema,DRUG: KSI-301,"Incidence of ocular (study eye) and systemic adverse events, Week 72",Kodiak Sciences Inc,121,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-12-26
NCT00123279,Intravitreal Microplasmin in Patients Undergoing Surgical Vitrectomy,https://clinicaltrials.gov/study/NCT00123279,COMPLETED,Vitreomacular Traction Maculopathy|Eye Diseases,DRUG: Microplasmin,"Grade of Posterior Vitreous Detachment (PVD) preoperatively and release of vitreomacular traction, Baseline, 1,2 and 3hr, 1, 3, 14, 28, 90 and 180 Days",ThromboGenics,60,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2004-12
NCT05727891,Evaluation of Tonabersat for DME,https://clinicaltrials.gov/study/NCT05727891,RECRUITING,Diabetic Macular Edema,DRUG: Tonabersat|OTHER: Placebo,"Mean change in central subfield thickness, 6 months",Jaeb Center for Health Research,128,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-05-02
NCT00050479,Laser and Medical Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00050479,COMPLETED,Macular Degeneration,DRUG: Celecoxib (Celebrex),,National Eye Institute (NEI),100,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2002-12
NCT02080091,Observational Study to Assess the Effect of Iluvien® in DME Patients Insufficiently Responsive to Available Therapies,https://clinicaltrials.gov/study/NCT02080091,TERMINATED,Diabetic Macular Edema (DME),,"Visual Acuity, Observed and change from baseline visual acuity LogMAR scores will be summarized using descriptive statistics., 24 Months|Number of Patients With Ocular Adverse Events, 24 Months",Alimera Sciences,25,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-12
NCT02359526,A Pilot Study on the Effect and Safety of Iluvien® in Chronic Diabetic Macular Edema Patients,https://clinicaltrials.gov/study/NCT02359526,COMPLETED,Diabetic Macular Edema,DRUG: IlUVIEN,"Changes in best-corrected visual acuity (BCVA) from baseline to Month-12, Baseline to 12 months|Changes in central retinal thickness assessed using spectral domain optical coherence tomography (SD-OCT) from baseline to Month-12, Baseline to 12 months|Occurrence of Adverse events, namely cataract and elevated IOP, 12 months",Association for Innovation and Biomedical Research on Light and Image,12,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-10
NCT02633852,Multicenter Study to Evaluate the Efficacy of Treat and Extend Regimen of Aflibercept (EYLEA) as a Second Line Treatment for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02633852,COMPLETED,Diabetic Macular Edema (DME),DRUG: Aflibercept,"macular thickness changes, Assess macular thickness changes following second line therapy with aflibercept using treat-and-extend algorithm, At week 52",Hadassah Medical Organization,48,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-05-24
NCT04611152,"A Trial to Evaluate the Efficacy, Durability, and Safety of KSI-301 Compared to Aflibercept in Participants With Diabetic Macular Edema (DME)",https://clinicaltrials.gov/study/NCT04611152,TERMINATED,Diabetic Macular Edema,DRUG: KSI-301|DRUG: Aflibercept|OTHER: Sham Procedure,"Changes in BCVA to Assess Non-inferiority of KSI-301 to Aflibercept., Demonstrate that KSI-301 5 mg is non-inferior to aflibercept 2 mg with respect to mean change in best corrected visual acuity (BCVA)., Day 1 to Year 1",Kodiak Sciences Inc,460,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-30
NCT05959304,Post Marketing Study to Evaluate the Safety and Effectiveness of Brolucizumab in Patients With Diabetic Macular Edema.,https://clinicaltrials.gov/study/NCT05959304,NOT_YET_RECRUITING,Diabetic Macular Edema,OTHER: brolucizumab,"Incidence and characteristics of treatment-emergent adverse events during the 40 weeks of treatment with Brolucizumab., To evaluate ocular \& non-ocular safety of intravitreal brolucizumab in real-world patients with Diabetic Macular Edema (DME)., 40 weeks",Novartis Pharmaceuticals,66,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-12-27
NCT02297204,The Endurance 1 Trial,https://clinicaltrials.gov/study/NCT02297204,COMPLETED,Diabetic Macular Edema,PROCEDURE: Focal Laser Treatment|DRUG: aflibercept 2.0 mg,"Need for ongoing intravitreal aflibercept injections in the management of DME, To assess the need for ongoing intravitreal aflibercept injections for subjects who were enrolled and completed the 3-year VISTA DME (VGFT-OD-1009) trial and to characterize long-term efficacy and safety of aflibercept intravitreal injections in the management of DME by evaluating mean number of injections in 52 weeks and proportion of subjects receiving 0 (zero) injections in 52 weeks., 12 months",Northern California Retina Vitreous Associates,9,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2014-11
NCT05615805,The Effect of Ocular Rinse Volume on Surface Irritation After Intravitreal Injections,https://clinicaltrials.gov/study/NCT05615805,COMPLETED,Intravitreal Injection|Ocular Rinse|Age-Related Macular Degeneration|Diabetic Macular Edema|Cystoid Macular Edema,OTHER: OSDI questionnaire|OTHER: SPEEDII questionnaire,"Ocular Surface Disease Index, Patient symptoms questionnaire, range 0-28, higher score is associated with worse outcome., 24-72 hours after injection",University of Oklahoma,142,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-03-01
NCT05919693,"A 2-part Study Consisting of Multiple Ascending Dose (MAD) Safety Study, and a Dose-finding Masked Study to Assess the Safety and Efficacy of Intravitreal (IVT) EYE103 in Patients With Diabetic Macular Edema (DME) or Neovascular Age-related Macular Degeneration (NVAMD)",https://clinicaltrials.gov/study/NCT05919693,RECRUITING,Neovascular Age-related Macular Degeneration (NVAMD)|Diabetic Macular Edema (DME),DRUG: EYE103,"Adverse Events, Adverse Events, 3 months",EyeBiotech Ltd.,92,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-06-12
NCT00682539,Intraocular Anti-VEGF Compared With Intraocular Triamcinolone in Patients With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00682539,COMPLETED,Diabetic Macular Edema,DRUG: Bevacizumab (Avastin)|DRUG: Triamcinolone|DRUG: Sham|PROCEDURE: Lucentis,"Efficacy of the Treatment Assessed With Visual Acuity Measured by ETDRS Charts., Efficacy of the treatment with intravitreal administered injections of anti VEGF (Bevacizumab (Avastin®) or Ranibizumab (Lucentis®) ) compared with triamcinolone (Volon A®) in patients with diabetic macular edema is examined using Visual acuity measurements with ETDRS charts: units: logMAR; scale range: -0.1 to 1.0; higher values are considered worse outcome, 12 month|Efficacy of the Treatment Assessed by Standard Optical Coherence Tomography (OCT), Efficacy of the treatment with intravitreal administered injections of anti VEGF (Bevacizumab (Avastin®) or Ranibizumab (Lucentis®) ) compared with triamcinolone (Volon A®) in patients with diabetic macular edema is measured with standard Optical Coherence Tomography - (OCT): units: µm; scale range: 200-800; higher values are considered worse outcome, 12 months",Medical University of Vienna,71,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2007-10
NCT00997191,Intravitreal Bevacizumab and Triamcinolone Associated to Laser Photocoagulation for Diabetic Macular Edema(IBeTA),https://clinicaltrials.gov/study/NCT00997191,COMPLETED,Diabetic Macular Edema,PROCEDURE: Laser photocoagulation|DRUG: Intravitreal triamcinolone|DRUG: Intravitreal bevacizumab,"Best Corrected Visual acuity, One Year",University of Sao Paulo,12,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2009-10
NCT04690608,Suprachoroidal Injection of Triamcinolone Acetonide in Resistant Diabetic Macular Edema and CRVO,https://clinicaltrials.gov/study/NCT04690608,NOT_YET_RECRUITING,Retinal Edema,"DRUG: Triamcinolone Acetonide 40Mg/Ml Inj,Susp_#1","Improvement of central macular thickness, Reduction of the central macular thickness below 300 um, 1 month",Tanta University,100,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-12-01
NCT03238963,"A Study That Tests BI 1467335 in Patients With Diabetic Eye Disease (Diabetic Retinopathy). It Looks at the Way BI 1467335 is Taken up, the Effects it Has, and How Well it is Tolerated.",https://clinicaltrials.gov/study/NCT03238963,COMPLETED,Diabetic Retinopathy,DRUG: BI 1467335|DRUG: Placebo,"Percentage of Participants With Any Ocular Adverse Events Over the On-treatment Period, Percentage of participants with any ocular adverse events over the on-treatment period was reported., On-treatment period: from first dose of study drug until end of follow-up period, up to 24 weeks.",Boehringer Ingelheim,79,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2017-09-19
NCT01476449,Dosing Study of Ranibizumab for Diabetic Retinal and Macular Edema,https://clinicaltrials.gov/study/NCT01476449,COMPLETED,Diabetic Retinopathy|Macular Edema,DRUG: Ranibizumab|DRUG: Ranibizumab,"Mean Change in Early Treatment for Diabetic Retinopathy Study (ETDRS) Eye Chart Vision., The ETDRS eye chart was used to assess vision at each visit, with the change through month 24 reported., Baseline through 24 months",Retina Vitreous Associates of Florida,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-11
NCT00496405,Unilateral Bevacizumab for Bilateral Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00496405,COMPLETED,Diabetic Macular Edema|Diabetic Retinopathy,DRUG: bevacizumab,"Retinal thickness, Interventional",Asociación para Evitar la Ceguera en México,13,INTERVENTIONAL,"Allocation: |Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: ",2007-04
NCT04089605,Ranibizumab vs Dexamethasone Implant in Vitrectomized Eyes With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04089605,COMPLETED,Diabetic Macular Edema,DRUG: dexamethasone implant|DRUG: Ranibizumab,"BCVA at Month 6, best-corrected visual acuity (BCVA) at the end of intervention, Month 6|CFT at Month 6, central foveal thickness (CFT) at the end of intervention, Month 6",Far Eastern Memorial Hospital,48,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-06-01
NCT04387604,Effect of the Vitreous in Response to Intravitreal Injections of Ranibizumab for the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04387604,COMPLETED,Diabetic Macular Edema,DRUG: Ranibizumab 0.5 MG/0.05 ML Intraocular Solution [LUCENTIS],"assess the number of IV injections needed to control DME between groups, DME control is defined as 1) BCVA of 85 letters and OCT CFT ""normal"" (CFT≤300 μm and non-existent intra- or sub-retinal fluid); or 2) OCT CFT ""normal"" (CFT≤300 μm) and stable BCVA (defined as \<5 letters change from last injection) after two consecutive injections during the first 24 weeks, or after one injection if the initial stability period has already been achieved (OCT CFT ""normal"" and stable BCVA)., 18 months",Centro Hospitalar do Porto,50,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-08-01
NCT00105404,Treatment of Diabetic Macular Edema: Triamcinolone Injections Vs. Laser Photocoagulation,https://clinicaltrials.gov/study/NCT00105404,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema|DME,DRUG: Triamcinolone Acetonide,,National Eye Institute (NEI),5,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2005-03-09
NCT01892163,Multicentre Randomised Clinical Trial Comparing Fixed vs Pro re Nata (PRN) Dosing of 700 μg Dexamethasone,https://clinicaltrials.gov/study/NCT01892163,COMPLETED,Diabetic Macular Edema,DEVICE: Ozurdex,"The Difference Between Arms in the Change From Baseline in Best Corrected Visual Acuity at 12 Months, Baseline and 12 months",Moorfields Eye Hospital NHS Foundation Trust,100,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2013-03
NCT02834663,Effects of Intravitreal Ranibizumab for Macular Edema With Nonproliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT02834663,COMPLETED,Nonproliferative Diabetic Retinopathy,DRUG: Lucentis,"The Best Corrected Visual Acuity (BCVA), BCVA was performed using the Early Treatment Diabetic Retinopathy Study (ETDRS) chart at baseline and 6 months. The BCVA compare the degree of improvement or worsening of vision at baseline and 6 months. (value at 6 months minus value at baseline), 6 months|Central Macular Thickness(CMT), CRT was performed using OCT at each visit. The OCT measured at each visit was analyzed statistically. the CMT compare the degree of improvement or worsening of vision at baseline and 6 months. (value at 6 months minus value at baseline), 6 months",Wonkwang University Hospital,25,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2016-08
NCT01627249,"Comparative Effectiveness Study of Intravitreal Aflibercept, Bevacizumab, and Ranibizumab for Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT01627249,COMPLETED,Diabetic Macular Edema,DRUG: 2.0 mg intravitreal aflibercept|DRUG: 1.25 mg intravitreal bevacizumab|DRUG: 0.3 mg intravitreal ranibizumab,"Overall Change in Electronic Early Treatment Diabetic Retinopathy Study Visual Acuity Letter Score From Baseline to 1-year, Visual Acuity was measured with the Electronic Early Treatment Study (E-ETDRS) visual acuity test. Unit of measure is based on the E-ETDRS letter score scale, 0-97, where 0 = worst and 97 = best., Baseline to 1-year|Change in Electronic Early Treatment Diabetic Retinopathy Study Visual Acuity Letter Score From Baseline to 1-year: Baseline Visual Acuity Letter Score <69, Visual Acuity was measured with the Electronic Early Treatment Study (E-ETDRS) visual acuity test. Unit of measure is based on the E-ETDRS letter score scale, 0-97, where 0 = worst and 97 = best., Baseline to 1-year|Change in Electronic Early Treatment Diabetic Retinopathy Study Visual Acuity Letter Score From Baseline to 1-year: Baseline Visual Acuity Letter Score 78-69, Visual Acuity was measured with the Electronic Early Treatment Study (E-ETDRS) visual acuity test. Unit of measure is based on the E-ETDRS letter score scale, 0-97, where 0 = worst and 97 = best., Baseline to 1-year",Jaeb Center for Health Research,660,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2012-08
NCT01698749,"Effect of Intravitreal Long Acting Dexamethasone Implant, Ozurdex in Patients With Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT01698749,COMPLETED,"Diabetic Macular Edema|Macular Edema, Cystoid|Vision Disorders|Clinically Significant Macular Edema",DRUG: long acting intravitreal dexamethasone implant,"change in central macular thickness, The primary outcome is the change in the central macular thickness, either an increase or decrease, as measured by optical coherence tomography as compared to baseline central macular thickness, Baseline and 6 months",Postgraduate Institute of Medical Education and Research,61,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-12
NCT00403026,Intravitreal Bevacizumab for Retinal Disorders,https://clinicaltrials.gov/study/NCT00403026,UNKNOWN,Wet AMD|Macular Oedema|Proliferative Diabetic Retinopathy,DRUG: Bevacizumab ( Avastin),"Vision change|Anatomical changes (Regression of NVE, CNVM, reduction in macular thickness)|Electrophysiological changes (ERG, VEP)",Narayana Nethralaya,150,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2006-08
NCT00782717,A Clinical Safety and Efficacy Comparison of NEVANAC 0.1% to Vehicle After Cataract Surgery in Diabetic Retinopathy Patients,https://clinicaltrials.gov/study/NCT00782717,COMPLETED,Macular Edema,"DRUG: Nepafenac ophthalmic suspension, 0.1% (NEVANAC)|OTHER: Nepafenac ophthalmic suspension vehicle|DRUG: Prednisolone acetate ophthalmic suspension (OMNIPRED)","Percent of Patients Who Developed Macular Edema (ME) Within 90 Days Following Cataract Surgery, Macular edema (thickening of the center of the back of the eye) was defined as 30% or greater increase from pre-operative baseline measurement in central subfield macular thickness as measured using Optical Coherence Tomography(OCT)., 3 Months",Alcon Research,263,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2008-11
NCT00665106,"Safety and Tolerability of NOVA63035 ""Corticosteroid"" in Patients With Diabetic Macular Edema Secondary to Diabetic Retinopathy",https://clinicaltrials.gov/study/NCT00665106,COMPLETED,Diabetic Macular Edema,"DRUG: NOVA63035 ""Corticosteroid""","Ocular safety, Over one year",Santen SAS,20,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2008-04
